Run,locking,substrate,size,pieceno,unique,axial_length_mm,widest_span_mm,width_ways_span,thickness_1,thickness_2,thickness_3,avg_thickness,avg_thickness_m,branched,no_branches,branch_1,branch_2,branch_3,avg_branch,dry_weight,dry_weight_corr,wet_weight,wet_weight_corr,mass_water,vol_water_in_voids,buoyant_weight,wet_coral_vol,dry_coral_vol,coral_wet_dens,coral_dry_dens,porosity,wave_period,wave_height_m,water_depth_m,E_value,calculated velocity_corrected,linear_wave_theory_velocity,Hs,T,depth_m,KC,FItoFD,24overKC2,InertiaSig,MaximumFrom,rock,walk_slide,flip,transport_after_slide_or_flip,movement_at_all,transport,greatest_movement_type-no_transport,greatest_movement_type-no_transport_walk_slide_combined,greatest_movement_type-transport,Waves,Remove_for_flip_analysis_but_not_movement_analysis
3219,Free,Rubble,Medium,,8L,131,140,90,16,13,13,14,0.014,Branched,2,11,72,NA,41.5,,-0.22,55.28,55.06,55.28,55.39122558,27.9,25,-30.39122558,2.2024,0.007238931,2.215649023,2,0.08,0.42,0.103509834,0.161539019,0.165787941,0.08,2,0.42,23.07700271,0.427681381,0.045066356,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3220,Free,Rubble,Medium,,9L,150,150,52,15,16,11,14,0.014,Branched,3,27,12,10,16.33333333,,-0.22,63.13,62.91,63.13,63.2570201,33.3,25,-38.2570201,2.5164,0.005750579,2.530280804,2,0.08,0.42,0.103509834,0.161539019,0.165787941,0.08,2,0.42,23.07700271,0.427681381,0.045066356,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3221,Free,Rubble,Medium,,9L,150,150,52,15,16,11,14,0.014,Branched,3,27,12,10,16.33333333,,-0.22,63.13,62.91,63.13,63.2570201,33.3,25,-38.2570201,2.5164,0.005750579,2.530280804,2,0.08,0.42,0.103509834,0.161539019,0.165787941,0.08,2,0.42,23.07700271,0.427681381,0.045066356,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3222,Free,Rubble,Medium,1,1M,110,110,70,21,18,9,16,0.016,Branched,3,48,28,28,34.66666667,,-0.22,70.03,69.81,70.03,70.17090317,36.6,35,-35.17090317,1.994571429,0.006255171,2.004882948,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,22.7164245,0.434469976,0.046508388,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3223,Free,Rubble,Medium,1,1M,110,110,70,21,18,9,16,0.016,Branched,3,48,28,28,34.66666667,,-0.22,70.03,69.81,70.03,70.17090317,36.6,35,-35.17090317,1.994571429,0.006255171,2.004882948,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,22.7164245,0.434469976,0.046508388,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3224,Free,Rubble,Medium,1,1M,110,110,70,21,18,9,16,0.016,Branched,3,48,28,28,34.66666667,,-0.22,70.03,69.81,70.03,70.17090317,36.6,35,-35.17090317,1.994571429,0.006255171,2.004882948,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,22.7164245,0.434469976,0.046508388,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3225,Free,Rubble,Medium,2,2M,102,100,44,15,14,8,12.33333333,0.012333333,Branched,2,20,21,NA,20.5,,-0.22,30.55,30.33,30.55,30.61146783,14.73,10,-20.61146783,3.033,0.01067367,3.061146783,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,29.4699569,0.334903931,0.02763454,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3226,Free,Rubble,Medium,2,2M,102,100,44,15,14,8,12.33333333,0.012333333,Branched,2,20,21,NA,20.5,,-0.22,30.55,30.33,30.55,30.61146783,14.73,10,-20.61146783,3.033,0.01067367,3.061146783,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,29.4699569,0.334903931,0.02763454,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3227,Free,Rubble,Medium,2,2M,102,100,44,15,14,8,12.33333333,0.012333333,Branched,2,20,21,NA,20.5,,-0.22,30.55,30.33,30.55,30.61146783,14.73,10,-20.61146783,3.033,0.01067367,3.061146783,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,29.4699569,0.334903931,0.02763454,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3228,Free,Rubble,Medium,,3L,148,148,43,16,17,11,14.66666667,0.014666667,Branched,1,27,NA,NA,27,,-0.22,53.95,53.73,53.95,54.05854957,27.9,23,-31.05854957,2.336086957,0.007083396,2.35037172,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,24.78155344,0.398264153,0.039079967,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3229,Free,Rubble,Medium,,3L,148,148,43,16,17,11,14.66666667,0.014666667,Branched,1,27,NA,NA,27,,-0.22,53.95,53.73,53.95,54.05854957,27.9,23,-31.05854957,2.336086957,0.007083396,2.35037172,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,24.78155344,0.398264153,0.039079967,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3230,Free,Rubble,Medium,,3L,148,148,43,16,17,11,14.66666667,0.014666667,Branched,1,27,NA,NA,27,,-0.22,53.95,53.73,53.95,54.05854957,27.9,23,-31.05854957,2.336086957,0.007083396,2.35037172,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,24.78155344,0.398264153,0.039079967,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3231,Free,Rubble,Small,3,3M,81,92,50,11,12,13,12,0.012,Branched,5,27,26,23,25.33333333,,-0.22,31.43,31.21,31.43,31.49323842,15.2,10,-21.49323842,3.121,0.010235777,3.149323842,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,30.288566,0.325852482,0.026160968,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
3232,Free,Rubble,Small,3,3M,81,92,50,11,12,13,12,0.012,Branched,5,27,26,23,25.33333333,,-0.22,31.43,31.21,31.43,31.49323842,15.2,10,-21.49323842,3.121,0.010235777,3.149323842,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,30.288566,0.325852482,0.026160968,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3233,Free,Rubble,Small,3,3M,81,92,50,11,12,13,12,0.012,Branched,5,27,26,23,25.33333333,,-0.22,31.43,31.21,31.43,31.49323842,15.2,10,-21.49323842,3.121,0.010235777,3.149323842,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,30.288566,0.325852482,0.026160968,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
3234,Free,Rubble,Medium,4,4M,111,110,26,18,20,26,21.33333333,0.021333333,Unbranched,0,NA,NA,NA,NA,,-0.22,43.32,43.1,43.32,43.40716158,20.3,20,-23.40716158,2.155,0.009398833,2.170358079,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,17.03731864,0.579293292,0.082681577,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
3235,Free,Rubble,Medium,4,4M,111,110,26,18,20,26,21.33333333,0.021333333,Unbranched,0,NA,NA,NA,NA,,-0.22,43.32,43.1,43.32,43.40716158,20.3,20,-23.40716158,2.155,0.009398833,2.170358079,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,17.03731864,0.579293292,0.082681577,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3236,Free,Rubble,Medium,4,4M,111,110,26,18,20,26,21.33333333,0.021333333,Unbranched,0,NA,NA,NA,NA,,-0.22,43.32,43.1,43.32,43.40716158,20.3,20,-23.40716158,2.155,0.009398833,2.170358079,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,17.03731864,0.579293292,0.082681577,No,Inertia,1,0,1,0,1,1,Flip,Flip,Flip,Regular,No_original
3237,Free,Rubble,Medium,5,5M,92,94,29,18,16,16,16.66666667,0.016666667,Branched,1,12,NA,NA,12,,-0.22,40.48,40.26,40.48,40.56144739,20.5,15,-25.56144739,2.684,0.008606711,2.704096492,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,21.80776708,0.4525729,0.050464833,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
3238,Free,Rubble,Medium,5,5M,92,94,29,18,16,16,16.66666667,0.016666667,Branched,1,12,NA,NA,12,,-0.22,40.48,40.26,40.48,40.56144739,20.5,15,-25.56144739,2.684,0.008606711,2.704096492,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,21.80776708,0.4525729,0.050464833,No,Inertia,0,0,1,0,1,1,Flip,Flip,Flip,Regular,No_original
3239,Free,Rubble,Medium,5,5M,92,94,29,18,16,16,16.66666667,0.016666667,Branched,1,12,NA,NA,12,,-0.22,40.48,40.26,40.48,40.56144739,20.5,15,-25.56144739,2.684,0.008606711,2.704096492,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,21.80776708,0.4525729,0.050464833,No,Inertia,1,0,1,0,1,1,Flip,Flip,Flip,Regular,No_original
3240,Free,Rubble,Medium,6,6M,110,110,16,16,16,15,15.66666667,0.015666667,Unbranched,0,NA,NA,NA,NA,,-0.22,29.94,29.72,29.94,30.00024048,11.25,20,-10.00024048,1.486,0.021999471,1.500012024,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,23.19975219,0.425418527,0.044590727,No,Inertia,0,0,1,0,1,1,Flip,Flip,Flip,Regular,No_original
3241,Free,Rubble,Medium,6,6M,110,110,16,16,16,15,15.66666667,0.015666667,Unbranched,0,NA,NA,NA,NA,,-0.22,29.94,29.72,29.94,30.00024048,11.25,20,-10.00024048,1.486,0.021999471,1.500012024,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,23.19975219,0.425418527,0.044590727,No,Inertia,1,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
3242,Free,Rubble,Medium,6,6M,110,110,16,16,16,15,15.66666667,0.015666667,Unbranched,0,NA,NA,NA,NA,,-0.22,29.94,29.72,29.94,30.00024048,11.25,20,-10.00024048,1.486,0.021999471,1.500012024,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,23.19975219,0.425418527,0.044590727,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
3243,Free,Rubble,Medium,7,7L,113,143,41,14,18,10,14,0.014,Branched,1,115,NA,NA,115,,-0.22,39.69,39.47,39.69,39.76985787,37.86,30,-9.769857875,1.315666667,0.02251824,1.325661929,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,25.961628,0.380161229,0.035607985,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3244,Free,Rubble,Medium,7,7L,113,143,41,14,18,10,14,0.014,Branched,1,115,NA,NA,115,,-0.22,39.69,39.47,39.69,39.76985787,37.86,30,-9.769857875,1.315666667,0.02251824,1.325661929,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,25.961628,0.380161229,0.035607985,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3245,Free,Rubble,Medium,7,7L,113,143,41,14,18,10,14,0.014,Branched,1,115,NA,NA,115,,-0.22,39.69,39.47,39.69,39.76985787,37.86,30,-9.769857875,1.315666667,0.02251824,1.325661929,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,25.961628,0.380161229,0.035607985,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3246,Free,Rubble,Medium,,8L,131,140,90,16,13,13,14,0.014,Branched,2,11,72,NA,41.5,,-0.22,55.28,55.06,55.28,55.39122558,27.9,25,-30.39122558,2.2024,0.007238931,2.215649023,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,25.961628,0.380161229,0.035607985,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
3247,Free,Rubble,Medium,,8L,131,140,90,16,13,13,14,0.014,Branched,2,11,72,NA,41.5,,-0.22,55.28,55.06,55.28,55.39122558,27.9,25,-30.39122558,2.2024,0.007238931,2.215649023,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,25.961628,0.380161229,0.035607985,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
3248,Free,Rubble,Medium,,8L,131,140,90,16,13,13,14,0.014,Branched,2,11,72,NA,41.5,,-0.22,55.28,55.06,55.28,55.39122558,27.9,25,-30.39122558,2.2024,0.007238931,2.215649023,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,25.961628,0.380161229,0.035607985,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3249,Free,Rubble,Medium,,9L,150,150,52,15,16,11,14,0.014,Branched,3,27,12,10,16.33333333,,-0.22,63.13,62.91,63.13,63.2570201,33.3,25,-38.2570201,2.5164,0.005750579,2.530280804,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,25.961628,0.380161229,0.035607985,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3250,Free,Rubble,Medium,,9L,150,150,52,15,16,11,14,0.014,Branched,3,27,12,10,16.33333333,,-0.22,63.13,62.91,63.13,63.2570201,33.3,25,-38.2570201,2.5164,0.005750579,2.530280804,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,25.961628,0.380161229,0.035607985,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3251,Free,Rubble,Medium,,9L,150,150,52,15,16,11,14,0.014,Branched,3,27,12,10,16.33333333,,-0.22,63.13,62.91,63.13,63.2570201,33.3,25,-38.2570201,2.5164,0.005750579,2.530280804,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,25.961628,0.380161229,0.035607985,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3252,Free,Rubble,Medium,1,1M,110,110,70,21,18,9,16,0.016,Branched,3,48,28,28,34.66666667,,-0.22,70.03,69.81,70.03,70.17090317,36.6,35,-35.17090317,1.994571429,0.006255171,2.004882948,2,0.1,0.42,0.103509834,0.201923774,0.207234926,0.1,2,0.42,25.24047175,0.391022977,0.037671794,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3253,Free,Rubble,Medium,1,1M,110,110,70,21,18,9,16,0.016,Branched,3,48,28,28,34.66666667,,-0.22,70.03,69.81,70.03,70.17090317,36.6,35,-35.17090317,1.994571429,0.006255171,2.004882948,2,0.1,0.42,0.103509834,0.201923774,0.207234926,0.1,2,0.42,25.24047175,0.391022977,0.037671794,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3254,Free,Rubble,Medium,2,2M,102,100,44,15,14,8,12.33333333,0.012333333,Branched,2,20,21,NA,20.5,,-0.22,30.55,30.33,30.55,30.61146783,14.73,10,-20.61146783,3.033,0.01067367,3.061146783,2,0.1,0.42,0.103509834,0.201923774,0.207234926,0.1,2,0.42,32.74439667,0.301413537,0.022383977,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3255,Free,Rubble,Medium,2,2M,102,100,44,15,14,8,12.33333333,0.012333333,Branched,2,20,21,NA,20.5,,-0.22,30.55,30.33,30.55,30.61146783,14.73,10,-20.61146783,3.033,0.01067367,3.061146783,2,0.1,0.42,0.103509834,0.201923774,0.207234926,0.1,2,0.42,32.74439667,0.301413537,0.022383977,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3256,Free,Rubble,Medium,,3L,148,148,43,16,17,11,14.66666667,0.014666667,Branched,1,27,NA,NA,27,,-0.22,53.95,53.73,53.95,54.05854957,27.9,23,-31.05854957,2.336086957,0.007083396,2.35037172,2,0.1,0.42,0.103509834,0.201923774,0.207234926,0.1,2,0.42,27.53505947,0.358437737,0.031654773,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3257,Free,Rubble,Medium,,3L,148,148,43,16,17,11,14.66666667,0.014666667,Branched,1,27,NA,NA,27,,-0.22,53.95,53.73,53.95,54.05854957,27.9,23,-31.05854957,2.336086957,0.007083396,2.35037172,2,0.1,0.42,0.103509834,0.201923774,0.207234926,0.1,2,0.42,27.53505947,0.358437737,0.031654773,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
3258,Free,Rubble,Medium,4,4M,111,110,26,18,20,26,21.33333333,0.021333333,Unbranched,0,NA,NA,NA,NA,,-0.22,43.32,43.1,43.32,43.40716158,20.3,20,-23.40716158,2.155,0.009398833,2.170358079,2,0.1,0.42,0.103509834,0.201923774,0.207234926,0.1,2,0.42,18.93035411,0.521363961,0.066972077,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
3259,Free,Rubble,Medium,4,4M,111,110,26,18,20,26,21.33333333,0.021333333,Unbranched,0,NA,NA,NA,NA,,-0.22,43.32,43.1,43.32,43.40716158,20.3,20,-23.40716158,2.155,0.009398833,2.170358079,2,0.1,0.42,0.103509834,0.201923774,0.207234926,0.1,2,0.42,18.93035411,0.521363961,0.066972077,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
3260,Free,Rubble,Medium,5,5M,92,94,29,18,16,16,16.66666667,0.016666667,Branched,1,12,NA,NA,12,,-0.22,40.48,40.26,40.48,40.56144739,20.5,15,-25.56144739,2.684,0.008606711,2.704096492,2,0.1,0.42,0.103509834,0.201923774,0.207234926,0.1,2,0.42,24.2308524,0.407315609,0.040876515,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
3261,Free,Rubble,Medium,5,5M,92,94,29,18,16,16,16.66666667,0.016666667,Branched,1,12,NA,NA,12,,-0.22,40.48,40.26,40.48,40.56144739,20.5,15,-25.56144739,2.684,0.008606711,2.704096492,2,0.1,0.42,0.103509834,0.201923774,0.207234926,0.1,2,0.42,24.2308524,0.407315609,0.040876515,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
